canonical_key,name,repo_full_name,repo_url,path,description,license,stars,forks,pushed_at,archived,discovery_source,overall_score,quality_score,security_score,maintenance_score,adoption_score,spec_valid
alpha-omega-security/scrutineer:skills/critic,critic,alpha-omega-security/scrutineer,https://github.com/alpha-omega-security/scrutineer,skills/critic,"Judge whether a validated finding can affect a real release build, and record the attacker position, preconditions, impact, counterevidence, and facts that could change that conclusion. Finding-scoped and read-only.",MIT,215,36,2026-09-11T23:35:39+00:00,False,"repo-search:""agent skills"" orchestration in:name,description,readme",100,100,100,100,74,True
alpha-omega-security/scrutineer:skills/disclose,disclose,alpha-omega-security/scrutineer,https://github.com/alpha-omega-security/scrutineer,skills/disclose,"Draft the disclosure content for a finding in GitHub Security Advisory shape. Produces a title, markdown description, affected package block, CVSS vector, CWE list, references, and a suggested-recipients list from CODEOWNERS or git history, then writes them back to the finding so the analyst can paste them into the GHSA form (or POST to GitHub's repository-advisories REST endpoint) rather than composing from scratch.",MIT,215,36,2026-09-11T23:35:39+00:00,False,"repo-search:""agent skills"" orchestration in:name,description,readme",100,100,100,100,74,True
alpha-omega-security/scrutineer:skills/exposure,exposure,alpha-omega-security/scrutineer,https://github.com/alpha-omega-security/scrutineer,skills/exposure,"For one (finding, dependent) pair, decide whether the dependent's code reaches the upstream finding. Emits a CSAF 2.0 product_status verdict with VEX justification.",MIT,215,36,2026-09-11T23:35:39+00:00,False,"repo-search:""agent skills"" orchestration in:name,description,readme",100,100,100,100,74,True
alpha-omega-security/scrutineer:skills/finding-dedup,finding-dedup,alpha-omega-security/scrutineer,https://github.com/alpha-omega-security/scrutineer,skills/finding-dedup,"Compare open findings in one repository and record how they relate. Marks same-vulnerability findings as duplicates, findings that another finding's fix will close as subsumed, and findings that combine into a higher-severity attack as a chain.",MIT,215,36,2026-09-11T23:35:39+00:00,False,"repo-search:""agent skills"" orchestration in:name,description,readme",100,100,100,100,74,True
alpha-omega-security/scrutineer:skills/forensics,forensics,alpha-omega-security/scrutineer,https://github.com/alpha-omega-security/scrutineer,skills/forensics,"Build a read-only compromise timeline and evidence bundle from local Git history and public forge/archive records. Use after suspected maintainer, account, release, or source-history compromise; it produces evidence, not findings or remediation.",MIT,215,36,2026-09-11T23:35:39+00:00,False,"repo-search:""agent skills"" orchestration in:name,description,readme",100,100,100,100,74,True
alpha-omega-security/scrutineer:skills/fork,fork,alpha-omega-security/scrutineer,https://github.com/alpha-omega-security/scrutineer,skills/fork,"Stage a scanned repository into a private repo in the configured GitHub organisation. Creates the repo (no fork relationship), seeds it with the upstream tree, writes scrutineer metadata under the configured metadata directory, files one issue per open finding, and gives an org team push access. The staging repo is the per-project working surface for triage, fix development, and the disclosure paper trail.",MIT,215,36,2026-09-11T23:35:39+00:00,False,"repo-search:""agent skills"" orchestration in:name,description,readme",100,100,100,100,74,True
alpha-omega-security/scrutineer:skills/ingest,ingest,alpha-omega-security/scrutineer,https://github.com/alpha-omega-security/scrutineer,skills/ingest,"Normalize an externally-produced security report in an arbitrary format into scrutineer findings. The raw report is staged at import/report by the /v1/import fallback; read it, extract each distinct finding, resolve locations against the checkout, and write the findings report. Runs when no deterministic importer recognised the payload.",MIT,215,36,2026-09-11T23:35:39+00:00,False,"repo-search:""agent skills"" orchestration in:name,description,readme",100,100,100,100,74,True
alpha-omega-security/scrutineer:skills/metadata,metadata,alpha-omega-security/scrutineer,https://github.com/alpha-omega-security/scrutineer,skills/metadata,"Fetch repository metadata (description, default branch, languages, license, stars, archived, icon) from repos.ecosyste.ms and save it on the repository row.",MIT,215,36,2026-09-11T23:35:39+00:00,False,"repo-search:""agent skills"" orchestration in:name,description,readme",100,100,100,100,74,True
alpha-omega-security/scrutineer:skills/mitigate,mitigate,alpha-omega-security/scrutineer,https://github.com/alpha-omega-security/scrutineer,skills/mitigate,"Draft operational mitigations for a finding consumers can apply before a fix ships. Workarounds (config flags, input restrictions, safe defaults), detection guidance (what to log and what pattern to alert on), and optionally a semgrep rule that flags the same pattern in other code bases. Distinct from disclose, which drafts the public advisory, and from patch, which proposes the code fix.",MIT,215,36,2026-09-11T23:35:39+00:00,False,"repo-search:""agent skills"" orchestration in:name,description,readme",100,100,100,100,74,True
alpha-omega-security/scrutineer:skills/packages,packages,alpha-omega-security/scrutineer,https://github.com/alpha-omega-security/scrutineer,skills/packages,"Look up every package this repository publishes across all registries via packages.ecosyste.ms, with downloads, dependent counts, latest version, registry URL and supply-chain risk flags.",MIT,215,36,2026-09-11T23:35:39+00:00,False,"repo-search:""agent skills"" orchestration in:name,description,readme",100,100,100,100,74,True
alpha-omega-security/scrutineer:skills/posture,posture,alpha-omega-security/scrutineer,https://github.com/alpha-omega-security/scrutineer,skills/posture,"Assess a repository's security posture and its readiness to receive a vulnerability report. Checks for a security policy, private vulnerability reporting, security.txt, prior advisories, scanning workflows, and other hygiene signals, then rates the project ready / partial / unprepared. Use before disclosure to decide how much hand-holding the maintainer will need, or as a standalone health check.",MIT,215,36,2026-09-11T23:35:39+00:00,False,"repo-search:""agent skills"" orchestration in:name,description,readme",100,100,100,100,74,True
alpha-omega-security/scrutineer:skills/public-issue,public-issue,alpha-omega-security/scrutineer,https://github.com/alpha-omega-security/scrutineer,skills/public-issue,"File a low-severity finding as an ordinary public GitHub issue after explicit analyst confirmation. Use for hardening gaps, defence-in-depth misses, and other bugs that do not warrant coordinated private disclosure.",MIT,215,36,2026-09-11T23:35:39+00:00,False,"repo-search:""agent skills"" orchestration in:name,description,readme",100,100,100,100,74,True
alpha-omega-security/scrutineer:skills/reachability,reachability,alpha-omega-security/scrutineer,https://github.com/alpha-omega-security/scrutineer,skills/reachability,"Check whether known sinks in this application's dependencies are reachable from its own trust boundaries. Scrutineer already holds findings against the libraries this app uses; this skill traces each one from the app's entry points to the library call and reports the ones an attacker can reach. Use on applications (Gemfile.lock / package-lock.json present), not on libraries.",MIT,215,36,2026-09-11T23:35:39+00:00,False,"repo-search:""agent skills"" orchestration in:name,description,readme",100,100,100,100,74,True
alpha-omega-security/scrutineer:skills/recon,recon,alpha-omega-security/scrutineer,https://github.com/alpha-omega-security/scrutineer,skills/recon,"Map distinct externally reachable input-processing subsystems into focus areas for the threat-model skill to carry into later security audits. This is a short, read-only orientation pass, not a vulnerability scan.",MIT,215,36,2026-09-11T23:35:39+00:00,False,"repo-search:""agent skills"" orchestration in:name,description,readme",100,100,100,100,74,True
alpha-omega-security/scrutineer:skills/release-watch,release-watch,alpha-omega-security/scrutineer,https://github.com/alpha-omega-security/scrutineer,skills/release-watch,"After a finding has been marked fixed, watch the upstream for a release that contains the fix. When one shows up, record the release tag, URL, and timestamp on the finding. Closes the gap between ""the maintainer landed a patch"" and ""consumers have a shipped version they can pin to"".",MIT,215,36,2026-09-11T23:35:39+00:00,False,"repo-search:""agent skills"" orchestration in:name,description,readme",100,100,100,100,74,True
alpha-omega-security/scrutineer:skills/repo-overview,repo-overview,alpha-omega-security/scrutineer,https://github.com/alpha-omega-security/scrutineer,skills/repo-overview,Run `brief --json` to produce a structured overview of the repository. Used by other skills as orientation.,MIT,215,36,2026-09-11T23:35:39+00:00,False,"repo-search:""agent skills"" orchestration in:name,description,readme",100,100,100,100,74,True
alpha-omega-security/scrutineer:skills/report-upstream,report-upstream,alpha-omega-security/scrutineer,https://github.com/alpha-omega-security/scrutineer,skills/report-upstream,"File a finding on the upstream repository through GitHub's private vulnerability reporting, request the temporary private fork, and push the proposed patch to it when available. Use after disclose has produced a draft and (optionally) patch has produced a gated diff. This is the step that crosses the line to the maintainer; everything before it is internal.",MIT,215,36,2026-09-11T23:35:39+00:00,False,"repo-search:""agent skills"" orchestration in:name,description,readme",100,100,100,100,74,True
alpha-omega-security/scrutineer:skills/revalidate,revalidate,alpha-omega-security/scrutineer,https://github.com/alpha-omega-security/scrutineer,skills/revalidate,"Cheap finding classifier. Reads a finding's six-step trace plus git history at its location and decides true_positive, false_positive, already_fixed, or uncertain, with an optional adjusted severity. Read-only; never executes the reproduction. Run automatically over High and Critical findings from security-deep-dive so the human queue is pre-sorted, and over imported findings whose severity is an external tool's unvalidated claim.",MIT,215,36,2026-09-11T23:35:39+00:00,False,"repo-search:""agent skills"" orchestration in:name,description,readme",100,100,100,100,74,True
alpha-omega-security/scrutineer:skills/subprojects,subprojects,alpha-omega-security/scrutineer,https://github.com/alpha-omega-security/scrutineer,skills/subprojects,"Enumerate scannable sub-folders inside a repository. Identifies monorepo packages, workspaces, and discrete modules so the analyst can scope deep-dive scans to a specific sub-path instead of treating a huge tree as one unit. Runs at repo level; writes back a list that surfaces on the repo overview.",MIT,215,36,2026-09-11T23:35:39+00:00,False,"repo-search:""agent skills"" orchestration in:name,description,readme",100,100,100,100,74,True
alpha-omega-security/scrutineer:skills/threat-model,threat-model,alpha-omega-security/scrutineer,https://github.com/alpha-omega-security/scrutineer,skills/threat-model,"Derive a project's security contract from its source and docs, then emit it as structured data other skills can cite. Records what the project assumes about callers and inputs, what properties it claims and disclaims, which code is out of scope, and which recurring tool findings are known-safe. This is not a vulnerability scan; it produces the trust map that security-deep-dive loads instead of re-deriving boundaries per run.",MIT,215,36,2026-09-11T23:35:39+00:00,False,"repo-search:""agent skills"" orchestration in:name,description,readme",100,100,100,100,74,True
alpha-omega-security/scrutineer:skills/triage,triage,alpha-omega-security/scrutineer,https://github.com/alpha-omega-security/scrutineer,skills/triage,"Default pipeline scrutineer runs when a repository is added. Triggers a standard set of other skills in parallel, then writes a short summary of what was enqueued. Edit the list below to change the default scan coverage without touching scrutineer's Go code.",MIT,215,36,2026-09-11T23:35:39+00:00,False,"repo-search:""agent skills"" orchestration in:name,description,readme",100,100,100,100,74,True
alpha-omega-security/scrutineer:skills/variants,variants,alpha-omega-security/scrutineer,https://github.com/alpha-omega-security/scrutineer,skills/variants,"Starting from one confirmed finding, search this repository's current source for distinct sibling instances of the same root cause and emit only validated new findings.",MIT,215,36,2026-09-11T23:35:39+00:00,False,"repo-search:""agent skills"" orchestration in:name,description,readme",100,100,100,100,74,True
alpha-omega-security/scrutineer:skills/verify,verify,alpha-omega-security/scrutineer,https://github.com/alpha-omega-security/scrutineer,skills/verify,"Re-run a finding's reproduction against current HEAD, test its attack tree, grade five fixed evidence criteria, and account for every matched design control.",MIT,215,36,2026-09-11T23:35:39+00:00,False,"repo-search:""agent skills"" orchestration in:name,description,readme",100,100,100,100,74,True
alpha-omega-security/scrutineer:skills/vuln-scan,vuln-scan,alpha-omega-security/scrutineer,https://github.com/alpha-omega-security/scrutineer,skills/vuln-scan,"High-recall static source-code vulnerability scan adapted from Anthropic's defending-code reference harness. Fans out by focus area, ranks candidates by confidence, and emits Scrutineer findings for later verification.",MIT,215,36,2026-09-11T23:35:39+00:00,False,"repo-search:""agent skills"" orchestration in:name,description,readme",100,100,100,100,74,True
andyko18/specops-ko:skills/advisor-ko,advisor-ko,andyko18/specops-ko,https://github.com/andyko18/specops-ko,skills/advisor-ko,기획·분석·설계·개발 중 애매한 부분/모르는 부분 발생 시 항상 적용 — advisor 도구로 외부 자문을 받아 단정·합리화·circular 검증을 차단,MIT,0,0,2026-09-11T12:35:50+00:00,False,"repo-search:""claude skills"" in:name,description,readme",100,100,100,100,10,True
andyko18/specops-ko:skills/context-resets-ko,context-resets-ko,andyko18/specops-ko,https://github.com/andyko18/specops-ko,skills/context-resets-ko,각 Lifecycle 커맨드 종료 시 세션 컨텍스트를 리셋하고 session-progress.md에서만 맥락을 재주입한다,MIT,0,0,2026-09-11T12:35:50+00:00,False,"repo-search:""claude skills"" in:name,description,readme",100,93,100,100,10,True
andyko18/specops-ko:skills/dispatching-parallel-agents-ko,dispatching-parallel-agents-ko,andyko18/specops-ko,https://github.com/andyko18/specops-ko,skills/dispatching-parallel-agents-ko,독립 태스크 2개 이상이 공유 상태·순차 의존 없이 진행 가능할 때 사용 — 병렬 서브에이전트 dispatch로 동시에 처리,MIT,0,0,2026-09-11T12:35:50+00:00,False,"repo-search:""claude skills"" in:name,description,readme",100,93,100,100,10,True
andyko18/specops-ko:skills/generator-evaluator-ko,generator-evaluator-ko,andyko18/specops-ko,https://github.com/andyko18/specops-ko,skills/generator-evaluator-ko,생성 에이전트와 평가 에이전트를 엄격히 분리하여 자기평가 편향을 차단한다 (OMC 흡수),MIT,0,0,2026-09-11T12:35:50+00:00,False,"repo-search:""claude skills"" in:name,description,readme",100,93,100,100,10,True
andyko18/specops-ko:skills/improve-codebase-architecture-ko,improve-codebase-architecture-ko,andyko18/specops-ko,https://github.com/andyko18/specops-ko,skills/improve-codebase-architecture-ko,코드베이스 파일/모듈 경계 정적 분석 — deep module 원칙(단순한 인터페이스+복잡한 구현) 기준으로 책임 과부하(800줄+)·과잉 분해(50줄 미만 클러스터) 탐지 및 split/merge 권고안 제시,MIT,0,0,2026-09-11T12:35:50+00:00,False,"repo-search:""claude skills"" in:name,description,readme",100,100,100,100,10,True
andyko18/specops-ko:skills/karpathy-ko,karpathy-ko,andyko18/specops-ko,https://github.com/andyko18/specops-ko,skills/karpathy-ko,코드 작성·검토·리팩터링 시 항상 적용 — Think·Simplicity·Surgical·Goal 4원칙으로 LLM 코딩 실수 방지 (Karpathy 관찰 한국어 재창작),MIT,0,0,2026-09-11T12:35:50+00:00,False,"repo-search:""claude skills"" in:name,description,readme",100,100,100,100,10,True
andyko18/specops-ko:skills/planning-ko,planning-ko,andyko18/specops-ko,https://github.com/andyko18/specops-ko,skills/planning-ko,스펙·요구사항이 확보된 다단계 작업에서 코드 건드리기 전에 사용 — 구현 플랜을 bite-sized task 단위로 작성,MIT,0,0,2026-09-11T12:35:50+00:00,False,"repo-search:""claude skills"" in:name,description,readme",100,93,100,100,10,True
andyko18/specops-ko:skills/receiving-code-review-ko,receiving-code-review-ko,andyko18/specops-ko,https://github.com/andyko18/specops-ko,skills/receiving-code-review-ko,"코드 리뷰 피드백을 수령한 직후, 제안 구현 전 사용 — 기술적 엄밀성과 검증을 요구하며 수행적 동의·맹목적 구현을 금지",MIT,0,0,2026-09-11T12:35:50+00:00,False,"repo-search:""claude skills"" in:name,description,readme",100,93,100,100,10,True
andyko18/specops-ko:skills/structured-artifacts-ko,structured-artifacts-ko,andyko18/specops-ko,https://github.com/andyko18/specops-ko,skills/structured-artifacts-ko,모든 Lifecycle 커맨드의 Process 첫 스텝 — `.specops/<FID>/` 디렉토리 규약으로 단계 간 파일-기반 통신을 강제한다,MIT,0,0,2026-09-11T12:35:50+00:00,False,"repo-search:""claude skills"" in:name,description,readme",100,100,100,100,10,True
andyko18/specops-ko:skills/systematic-debugging-ko,systematic-debugging-ko,andyko18/specops-ko,https://github.com/andyko18/specops-ko,skills/systematic-debugging-ko,"버그·테스트 실패·예상치 못한 동작 발생 시, 픽스 제안 전에 반드시 사용 — 근본 원인 조사 없이 픽스 제안 금지",MIT,0,0,2026-09-11T12:35:50+00:00,False,"repo-search:""claude skills"" in:name,description,readme",100,93,100,100,10,True
andyko18/specops-ko:skills/tdd-ko,tdd-ko,andyko18/specops-ko,https://github.com/andyko18/specops-ko,skills/tdd-ko,"기능·버그픽스·리팩터링 구현 시 구현 코드 작성 전 반드시 사용 — Red-Green-Refactor 사이클 강제, 프로덕션 코드는 실패 테스트 없이 작성 금지",MIT,0,0,2026-09-11T12:35:50+00:00,False,"repo-search:""claude skills"" in:name,description,readme",100,100,100,100,10,True
andyko18/specops-ko:skills/using-specops-ko,using-specops-ko,andyko18/specops-ko,https://github.com/andyko18/specops-ko,skills/using-specops-ko,모든 대화 시작 시 활성 — specops-ko 한국어 자율 Lifecycle 메타 skill. 사용자 입력에서 기능 요청 신호 감지 시 specops-ko:specifying-ko 자동 호출 강제 (5원칙 주입),MIT,0,0,2026-09-11T12:35:50+00:00,False,"repo-search:""claude skills"" in:name,description,readme",100,100,100,100,10,True
angular/skills:angular-developer,angular-developer,angular/skills,https://github.com/angular/skills,angular-developer,"Generates Angular code and provides architectural guidance. Trigger when creating projects, components, services, or HTTP communication, or for best practices on reactivity (signals, linkedSignal, resource, httpResource), forms, dependency injection, routing, SSR, accessibility (ARIA), animations, styling (component styles, Tailwind CSS), testing, naming conventions, or CLI tooling.",MIT,645,46,2026-09-11T21:47:29+00:00,False,"repo-search:""agent skills"" in:name,description,readme",96,92,100,100,78,True
angular/skills:angular-new-app,angular-new-app,angular/skills,https://github.com/angular/skills,angular-new-app,Creates a new Angular app using the Angular CLI. This skill should be used whenever a user wants to create a new Angular application and contains important guidelines for how to effectively create a modern Angular application.,MIT,645,46,2026-09-11T21:47:29+00:00,False,"repo-search:""agent skills"" in:name,description,readme",96,92,100,100,78,True
archivev/hicreator-agent:skills/hicreator,hicreator,Archivev/hicreator-agent,https://github.com/Archivev/hicreator-agent,skills/hicreator,"Find Instagram, YouTube, or TikTok creators, look up public contact emails, and manage, share, or export hiCreator favorite folders. Use for creator discovery and hiCreator favorites workflows.",MIT,0,0,2026-09-11T16:44:59+00:00,False,"repo-search:""codex skills"" in:name,description,readme",100,100,100,100,10,True
arize-ai/phoenix:.agents/skills/phoenix-cli,phoenix-cli,Arize-ai/phoenix,https://github.com/Arize-ai/phoenix,.agents/skills/phoenix-cli,"Debug LLM applications using the Phoenix CLI. Fetch traces, spans, and sessions, annotate them, analyze errors, inspect datasets, review experiments, query annotation configs, and use the GraphQL API. Use whenever the user works with a Phoenix instance from the terminal.",Apache-2.0,11416,1124,2026-09-11T23:35:23+00:00,False,"repo-search:""agent skills"" orchestration in:name,description,readme",100,100,100,100,80,True
arize-ai/phoenix:.agents/skills/phoenix-design,phoenix-design,Arize-ai/phoenix,https://github.com/Arize-ai/phoenix,.agents/skills/phoenix-design,"Design system conventions for the Phoenix frontend — layout, dialogs, error display, BEM CSS class naming, and CSS design tokens. Use when building UI, naming CSS classes, creating or consuming tokens, handling errors, or designing dialog interactions in js/app/src/.",Apache-2.0,11416,1124,2026-09-11T23:35:23+00:00,False,"repo-search:""agent skills"" orchestration in:name,description,readme",100,100,100,100,80,True
arize-ai/phoenix:.agents/skills/phoenix-error-analysis,phoenix-error-analysis,Arize-ai/phoenix,https://github.com/Arize-ai/phoenix,.agents/skills/phoenix-error-analysis,"Find out what is going wrong in LLM or agent traffic by reading sampled Phoenix traces, spans, or sessions, writing free-form notes (open coding), then grouping the notes into a few narrow annotations, one per failure dimension with a small label set and counts, that pick eval targets and fix priorities (axial coding). Use for ""what's going wrong with this agent"", ""I just instrumented my app, where do I start"", ""review these traces"", ""the chatbot keeps losing context"", ""what kinds of mistakes is the model making"", ""what categories of failures do we have"", ""what should I build evals for"", ""how do I prioritize fixes"", ""group these notes"", ""MECE breakdown"" — or any framing that needs observations or categories grounded in real traces rather than invented top-down, even without naming the technique.",Apache-2.0,11416,1124,2026-09-11T23:35:23+00:00,False,"repo-search:""agent skills"" orchestration in:name,description,readme",100,93,100,100,80,True
arize-ai/phoenix:.agents/skills/phoenix-evals-new-metric,phoenix-evals-new-metric,Arize-ai/phoenix,https://github.com/Arize-ai/phoenix,.agents/skills/phoenix-evals-new-metric,"Create a new built-in classification evaluator for Phoenix evals. Use this skill whenever the user asks to create a new eval, build a new metric, add a new builtin evaluator, create an LLM-as-a-judge metric, or add a new classification evaluator to Phoenix.",Apache-2.0,11416,1124,2026-09-11T23:35:23+00:00,False,"repo-search:""agent skills"" orchestration in:name,description,readme",100,100,100,100,80,True
arize-ai/phoenix:.agents/skills/phoenix-harbor,phoenix-harbor,Arize-ai/phoenix,https://github.com/Arize-ai/phoenix,.agents/skills/phoenix-harbor,"Configure and interpret the Phoenix plugin for Harbor agent evaluations. Use when adding `arize-phoenix` to Harbor jobs, choosing ATIF tracing, mapping Harbor tasks and rewards to Phoenix experiments, comparing agents or models, resuming jobs, or troubleshooting Harbor records in Phoenix.",Apache-2.0,11416,1124,2026-09-11T23:35:23+00:00,False,"repo-search:""agent skills"" orchestration in:name,description,readme",100,100,100,100,80,True
arize-ai/phoenix:.agents/skills/phoenix-integration-snippets,phoenix-integration-snippets,Arize-ai/phoenix,https://github.com/Arize-ai/phoenix,.agents/skills/phoenix-integration-snippets,"Generates onboarding code snippets for Phoenix tracing integrations and wires them into the project onboarding UI. Produces install dependencies and implementation sections for SDKs like OpenAI, LangChain, Vercel AI SDK, and others. Supports Python and TypeScript. Use when asked to create onboarding code, tracing setup snippets, quickstart examples, or getting-started code for a framework integration.
",Apache-2.0,11416,1124,2026-09-11T23:35:23+00:00,False,"repo-search:""agent skills"" orchestration in:name,description,readme",100,100,100,100,80,True
arize-ai/phoenix:.agents/skills/phoenix-release-please,phoenix-release-please,Arize-ai/phoenix,https://github.com/Arize-ai/phoenix,.agents/skills/phoenix-release-please,"Bump the next release-please version for a Phoenix Python package (arize-phoenix, arize-phoenix-client, arize-phoenix-evals, arize-phoenix-otel) by opening a PR with a Release-As commit footer. Use this skill when the user asks to ""set the release-please version"", ""force a 2.0.0 release"", ""release X as Y"", ""skip a version"", or otherwise wants release-please to propose a specific version on its next run instead of the version it would pick from conventional commits.
",Apache-2.0,11416,1124,2026-09-11T23:35:23+00:00,False,"repo-search:""agent skills"" orchestration in:name,description,readme",100,100,100,100,80,True
arize-ai/phoenix:.agents/skills/phoenix-typescript-package-docs,phoenix-typescript-package-docs,Arize-ai/phoenix,https://github.com/Arize-ai/phoenix,.agents/skills/phoenix-typescript-package-docs,"Maintain the bundled TypeScript package docs that ship inside Phoenix npm packages. Use this skill whenever adding or updating docs for `@arizeai/phoenix-client`, `@arizeai/phoenix-evals`, or `@arizeai/phoenix-otel`, when changing the Mintlify package-doc pages, when keeping `node_modules/.../docs` content aligned with actual exports, or when modifying the sync and publish flow for packaged docs.
",Apache-2.0,11416,1124,2026-09-11T23:35:23+00:00,False,"repo-search:""agent skills"" orchestration in:name,description,readme",100,100,100,100,80,True
arize-ai/phoenix:.agents/skills/vercel-react-best-practices,vercel-react-best-practices,Arize-ai/phoenix,https://github.com/Arize-ai/phoenix,.agents/skills/vercel-react-best-practices,"React and Next.js performance optimization guidelines from Vercel Engineering. This skill should be used when writing, reviewing, or refactoring React/Next.js code to ensure optimal performance patterns. Triggers on tasks involving React components, Next.js pages, data fetching, bundle optimization, or performance improvements.",MIT,11416,1124,2026-09-11T23:35:23+00:00,False,"repo-search:""agent skills"" orchestration in:name,description,readme",100,100,100,100,80,True
arize-ai/phoenix:js/packages/phoenix-cli/.agents/skills/phoenix-cli-development,phoenix-cli-development,Arize-ai/phoenix,https://github.com/Arize-ai/phoenix,js/packages/phoenix-cli/.agents/skills/phoenix-cli-development,"Design and implementation guide for the Phoenix CLI (`px`). Covers the noun-verb command structure, dual-audience design (humans and coding agents), Commander.js patterns, configuration resolution, output formats, exit codes, and conventions for adding or modifying commands. Triggers when working on phoenix-cli commands — adding new commands, modifying existing ones, refactoring command structure, or reviewing CLI code. Also triggers on mentions of `px` commands, CLI design, or adding a new resource to the CLI.
",Apache-2.0,11416,1124,2026-09-11T23:35:23+00:00,False,"repo-search:""agent skills"" orchestration in:name,description,readme",100,100,100,100,80,True
arize-ai/phoenix:js/packages/phoenix-client/.agents/skills/phoenix-client-development,phoenix-client-development,Arize-ai/phoenix,https://github.com/Arize-ai/phoenix,js/packages/phoenix-client/.agents/skills/phoenix-client-development,"Development guide for the @arizeai/phoenix-client TypeScript SDK — run and resume experiments, manage OpenTelemetry tracer providers with stack-based attach/detach, and write vitest unit and integration tests. Use when adding features to phoenix-client, debugging experiment lifecycle or provider cleanup, modifying dataset/prompt/session/span APIs, or writing tests for the js/packages/phoenix-client/ directory.",Apache-2.0,11416,1124,2026-09-11T23:35:23+00:00,False,"repo-search:""agent skills"" orchestration in:name,description,readme",100,93,100,100,80,True
arize-ai/phoenix:js/packages/phoenix-otel/.agents/skills/phoenix-otel-development,phoenix-otel-development,Arize-ai/phoenix,https://github.com/Arize-ai/phoenix,js/packages/phoenix-otel/.agents/skills/phoenix-otel-development,"Guide for the phoenix-otel TypeScript package — OTel registration, stack-based global provider management, and provider lifecycle.
",Apache-2.0,11416,1124,2026-09-11T23:35:23+00:00,False,"repo-search:""agent skills"" orchestration in:name,description,readme",100,100,100,100,80,True
atomantic/portos:.claude/skills/portos-add-page,portos-add-page,atomantic/PortOS,https://github.com/atomantic/PortOS,.claude/skills/portos-add-page,"Register a new PortOS page or voice/palette action end to end — the NAV_COMMANDS entry shape in server/lib/navManifest.js, ⌘K palette wiring, voice ui_navigate aliases, and the fail-fast guards. Invoke when adding a route, a sidebar link, or a new voice-tool action.",MIT,38,27,2026-09-12T01:31:27+00:00,False,"repo-search:""agent skills"" orchestration in:name,description,readme",100,100,100,100,57,True
atomantic/portos:.claude/skills/portos-file-issue,portos-file-issue,atomantic/PortOS,https://github.com/atomantic/PortOS,.claude/skills/portos-file-issue,"PortOS conventions for filing GitHub issues and capturing deferred work — decide-don't-defer, ready-to-work bodies, and when the future / blocked / needs-input labels are actually correct. Invoke when filing a follow-up issue, triaging, or claiming an ambiguous issue.",MIT,38,27,2026-09-12T01:31:27+00:00,False,"repo-search:""agent skills"" orchestration in:name,description,readme",100,100,100,100,57,True
atomantic/portos:.claude/skills/portos-socket-ui,portos-socket-ui,atomantic/PortOS,https://github.com/atomantic/PortOS,.claude/skills/portos-socket-ui,"Socket.IO lifecycle conventions for PortOS client views — event-driven state swaps, single-subscriber resources (PTY shells, agent runs), pending-request tracking, stale-response filtering, and deferred-work guards. Invoke before wiring or debugging a socket-driven UI.",MIT,38,27,2026-09-12T01:31:27+00:00,False,"repo-search:""agent skills"" orchestration in:name,description,readme",100,100,100,100,57,True
azerothl/akasha-os:community/skills/morning-brief,morning-brief,azerothl/akasha-os,https://github.com/azerothl/akasha-os,community/skills/morning-brief,"Short local briefing from memory, open tasks, and notes — no network",MIT,1,0,2026-09-11T12:36:19+00:00,False,"repo-search:""SKILL.md"" in:readme",97,86,100,100,17,True
azerothl/akasha-os:docs/fr/skills/deep-thinking,deep-thinking,azerothl/akasha-os,https://github.com/azerothl/akasha-os,docs/fr/skills/deep-thinking,Plans Deep Thinking hiérarchiques avec révision dynamique et délégation,MIT,1,0,2026-09-11T12:36:19+00:00,False,"repo-search:""SKILL.md"" in:readme",97,86,100,100,17,True
blackbelttechnology/pi-agent-dashboard:.pi/skills/code-quality,code-quality,BlackBeltTechnology/pi-agent-dashboard,https://github.com/BlackBeltTechnology/pi-agent-dashboard,.pi/skills/code-quality,"Drive static-analysis code quality in pi-agent-dashboard with Biome (analyze → fix → test), in changed-files or whole-repo mode. Use when asked to ""improve code quality"", ""lint and fix"", ""clean up warnings"", ""fix Biome issues"", ""run static analysis"", or when setting a code-quality goal. Skip for one-line edits.",MIT,282,41,2026-09-12T11:04:15+00:00,False,repo-search:topic:agent-skills,100,100,100,100,77,True
blackbelttechnology/pi-agent-dashboard:.pi/skills/plan-proposal,plan-proposal,BlackBeltTechnology/pi-agent-dashboard,https://github.com/BlackBeltTechnology/pi-agent-dashboard,.pi/skills/plan-proposal,"Develop-side planning orchestrator for an OpenSpec change: artifact creation → doubt-driven-review → scenario-design → fold of automated scenarios into tasks.md, then STOPS at the git-worktree boundary. Main interactive session only; never a subagent. Triggers: ""plan this change"", ""draft the proposal and plan"", ""scaffold + review + fold"", ""prep a change for building"".",MIT,282,41,2026-09-12T11:04:15+00:00,False,repo-search:topic:agent-skills,100,100,100,100,77,True
